"imdb_id","title","rating_imdb","rating_count","storyline","certificates","release_date","duration_min","imdb_url_film","url_poster"
"tt16266336","Ngeri-Ngeri Sedap",8,2700,"Tells the story of Pak Domu (Arswendi Nasution) and Mak Domu (Tika Panggabean) who live with Sarma (Gita Bhebhita), their second child, eager for their three children: Domu (Boris Bokir) the first child, Gabe (Lolox) the third) and Sahat ( Indra Jegel) the fourth child, who had long wandered home to attend a traditional event, but they refused to go home because their relationship was not harmonious with Pak Domu. Pak Domu and Mak Domu devised a 'horrifyingly delicious' strategy, they both pretended to fight and wanted a divorce, in order to get the attention of their children.","-",2022-06-02,114,"https://www.imdb.com/title/tt16266336/?ref_=sr_t_125","https://www.imdb.com/title/tt16266336/mediaviewer/rm671879681/?ref_=tt_ov_i"
"tt10640766","Toko Barang Mantan",5.9,226,"The ex-lover shop is a shop for buying and selling ex-lover items for people who want to move on from their ex. As the originator of the idea, founder and owner, Tristan (Reza Rahadian) leaves his college to develop this shop with his best friends, Amel (Dea Panendra) and Rio (Iedil Dzuhrie Alaudin). Various kinds of sad, funny and absurd stories about the items become their daily food. Tristan is proud of the shop even though it is currently financially troubled. Suddenly, the presence of Laras, Tristan's ex-lover in college, makes his world turn upside down. Especially when Laras says she wants to sell his engagement ring in the shop. Feeling having a second chance, Tristan is determined to reclaim Laras' heart with the help of Amel and Rio. One of the efforts is to succeed this ex-lover shop by all means. —filmindonesia.or.id","TV-14",2020-02-20,98,"https://www.imdb.com/title/tt10640766/?ref_=sr_t_995","https://www.imdb.com/title/tt10640766/mediaviewer/rm2234287617/?ref_=tt_ov_i"
"tt5882398","Warkop DKI Reborn: Jangkrik Boss Part 1",6.4,1300,"Dono (Abimana Aryasatya), Kasino (Vino G. Bastian) and Indro (Tora Sudiro) are back in action amid the bustling city of Jakarta. Once again, they play the roles of a group of officers employed by a private institution, CHIPS (A Great Way to Overcome Social Issues). Even though they are passionate about serving the community, they also continue to cause problems because of their silly and funny actions. Of course, this means they are constantly watched by a lot of people, including their Boss, who then brings Sophie, a professional and beautiful CHIPS member from the headquarter in France to help the trio in catching street thugs. Modern scenes of slapstick and satire natures will get the audience rolling in laughter throughout the duration of the film, and we will gain a new appreciation for classic WARKOP DKI features. The film is supported by a star-studded cast, including the Legendary Indro Warkop, Ence Bagus, Hannah Al Rashid, Fazura, Nikita Mirzani, Arie Kriting, Tarzan, Agus Kuncoro, Ge Pamungkas, Mongol Stres, Fico Fachriza, Henky Solaiman, Ingrid Widjarnarko, Temon, Fatih Unru, Asep Suaji, McDanny, Bintang Timur, Bene Rajagukguk, Yuda Keling, Arief Didu, Gita Butar Butar, Mudy Tailor, Ari Tulang and many others.","-",2016-09-08,95,"https://www.imdb.com/title/tt5882398/?ref_=sr_t_765","https://www.imdb.com/title/tt5882398/mediaviewer/rm496899328/?ref_=tt_ov_i"
"tt7843946","Dilan 1990",7.1,4200,"Milea (Vanesha Prescilla) met with Dilan (Iqbaal Ramadhan) at a high school in Bandung in 1990, when Milea moved from Jakarta to Bandung. An unusual introduction brings Milea to know the uniqueness of Dilan, smart, kind, romantic. The way Dilan approaches Milea is not the same as other male friends, even Beni (Brandon Salim), Milea's boyfriend in Jakarta. The journey of their relationship is not always smooth. Beni, Anhar (Giulio Perangkan), Kang Adi (Refal Hadi) color the journey. Dilan makes Milea believe that she can arrive at the destination safely. —filmindonesia.or.id","TV-14",2018-01-25,110,"https://www.imdb.com/title/tt7843946/?ref_=sr_t_412","https://www.imdb.com/title/tt7843946/mediaviewer/rm3002028032/?ref_=tt_ov_i"
"tt27641085","Sijjin",5.4,2300,"Irma falls in love with Galang, her cousin who is married and has children. However, Irma is still obsessed and wants to be the only woman in Galang's life. Irma comes to the shaman to send black magic to Galang's wife. Since then the terror began. Mystical disturbances, possession and death occurred in Galang's house. However, what Irma didn't expect was that the threat also targeted her own life.","TV-MA",2023-11-09,100,"https://www.imdb.com/title/tt27641085/?ref_=sr_t_1152","https://www.imdb.com/title/tt27641085/mediaviewer/rm2110214145/?ref_=tt_ov_i"
"tt10651304","Mengejar Surga",6.2,36,"It takes Atikah more than 20 years to get an answer from her mother, Ratih, about her father, Hendrik, who left before Atikah was born. Ratih has to let Atikah go to the Netherlands to find her father. This quest aims to make the father a complement in her marriage. Atikah has a wonderfully touching and exciting experience even though she has to fail. This makes Fatma, Atikah's best friend, continue to support and accompany Atikah to Amsterdam to find her father. Atikah manages to find her father, but the father is not ready to accept the reality.","-",2022-05-26,82,"https://www.imdb.com/title/tt10651304/?ref_=sr_t_870","https://www.imdb.com/title/tt10651304/mediaviewer/rm3409711105/?ref_=tt_ov_i"
"tt35295730","A Business Proposal",1.9,22900,"Sari, a food analyst at Bowo Foods, is caught in financial difficulties and agrees to be her best friend, Yasmin's blind date jockey. It turns out that Yasmin's date is Utama, the heir to Bowo Foods who has a scary reputation. Utama himself agreed to the blind date at the insistence of his grandfather, Bowo. Utama asks Sari to continue this blind date drama to overcome Eyang Bowo's insistence on matchmaking. Now Sari must manage: solving the family's economic problems, keeping her identity as a Bowo Foods employee a secret and being Utama's date.","TV-14",2025-06-13,117,"https://www.imdb.com/title/tt35295730/?ref_=sr_t_1544","https://www.imdb.com/title/tt35295730/mediaviewer/rm3005714946/?ref_=tt_ov_i"
"tt29560417","The Architecture of Love",6.9,565,"People say that Paris is the city of love, but in some ways, New York deserves the title more. It's impossible not to fall in love with the city as it's almost impossible not to fall in love in the city. Raia, a bestselling writer, chose to flee to New York, crashing at her best friend Erin's apartment, to chase inspirations after years of not being able to write even a single sentence. Raia turned every corner of the city into her ""office"", walking through the streets of Manhattan, Brooklyn, to Queens, trying to find a story in each person that she encountered, each smile that she saw, each conversation that she overheard, in the eyes of strangers on the street and in the subway. Days, weeks, and months had passed, the fallen leaves of autumn have now been replaced by snowflakes, and all Raia had was a blank screen and misery. One night led her to an encounter with a shy guy who loves to draw buildings, River, an architect from Jakarta who turns out also had fled to New York to escape a haunting, painful past. The encounter starts a secret friendship between the two, with a time bomb that is ready to explode: River and Raia each has a secret tragedy that had changed them into lonely souls. Only time will tell whether they will heal each other or wound each other even more.","TV-14",2024-09-06,110,"https://www.imdb.com/title/tt29560417/?ref_=sr_t_515","https://www.imdb.com/title/tt29560417/mediaviewer/rm1744337665/?ref_=tt_ov_i"
"tt26903085","Jatuh Cinta Seperti di Film-Film",8.3,2400,"A screenwriter named Bagus who coincidentally meets Hana, his high school friend. When he met Hana again, Bagus began to feel feelings of falling in love with his friend. Ultimately, their meeting became the inspiration for a romantic film scenario written by Bagus. However, Bagus's efforts to approach Hana did not go smoothly. This was made even more difficult because Hana had just lost her husband, making it difficult for Hana to open her heart to someone new. Will Bagus succeed in winning Hana's heart in the end?","-",2023-11-30,118,"https://www.imdb.com/title/tt26903085/?ref_=sr_t_82","https://www.imdb.com/title/tt26903085/mediaviewer/rm1951553281/?ref_=tt_ov_i"
"tt31547884","Cinta Tak Seindah Drama Korea",6.5,187,"Dhea got a sweet surprise from her boyfriend, Bimo, in the form of a trip to Seoul, South Korea. Not alone, Dhea apparently went to Korea with her two best friends, Kikan and Tara, who really like K-dramas like her. Initially, Dhea had fun, and everything went well until she accidentally met again with her ex from high school, Julian, whom she couldn't forget. So, will this be a situation like in K-dramas that happens in real life?","-",2024-12-05,118,"https://www.imdb.com/title/tt31547884/?ref_=sr_t_717","https://www.imdb.com/title/tt31547884/mediaviewer/rm3843384321/?ref_=tt_ov_i"
"tt9543488","Terlalu Tampan",6.4,968,"Witing Tresno Jalaran Soko Kulino aka Mas Kulin who is too handsome always avoids entering regular school and chooses to spend almost 100% of his life inside the house. He makes his father, Mr. Archewe, his mother, Bu Suk, and his brother, Mas Okis, worry. They arrange a scenario that succeed in making Mas Kulin agree to spend the last year of his high school years at a special school for boys, Horridson High School. Mas Kulin's handsomeness is then exposed to the outside world so his days go unusual: female teachers faint and he becomes the target of BBM High School students. Including a girl that is too beautiful: Amanda. However, in the midst of all that, Mas Kulin find Kibo and Rere, which make him believe that there are still people who can see him as he is. —filmindonesia.or.id","TV-PG",2019-01-31,106,"https://www.imdb.com/title/tt9543488/?ref_=sr_t_762","https://www.imdb.com/title/tt9543488/mediaviewer/rm754149888/?ref_=tt_ov_i"
